pathway_id	pathway_name	genes
R-HSA-392451	G beta:gamma signalling through PI3Kgamma	O14610,O14775,O15530,O60262,P16520,P31749,P31751,P48736,P50150,P50151,P59768,P61586,P61952,P62873,P62879,P63211,P63215,P63218,Q5UE93,Q8WYR1,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08,Q9Y243
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	O14610,O14610,O14775,O14775,O60262,O60262,P16520,P16520,P43119,P43119,P50150,P50150,P50151,P50151,P59768,P59768,P61952,P61952,P62873,P62873,P62879,P62879,P63092,P63092,P63211,P63211,P63215,P63215,P63218,P63218,Q5JWF2,Q5JWF2,Q9HAV0,Q9HAV0,Q9P2W3,Q9P2W3,Q9UBI6,Q9UBI6,Q9UK08,Q9UK08
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	O14610,O14610,O14775,O14775,O43306,O60262,O60262,O95622,P04899,P04899,P08913,P16520,P16520,P18825,P50150,P50150,P50151,P50151,P54284,P59768,P59768,P61952,P61952,P62873,P62873,P62879,P62879,P63096,P63096,P63211,P63211,P63215,P63215,P63218,P63218,Q01668,Q08289,Q13936,Q9HAV0,Q9HAV0,Q9NY47,Q9P2W3,Q9P2W3,Q9UBI6,Q9UBI6,Q9UK08,Q9UK08
R-HSA-4086398	Ca2+ pathway	O14610,O14610,O14775,O14775,O43318,O60262,O60262,O60353,O60353,O95644,O96014,O96014,P01116-2,P09471,P09471,P0DP23,P16298,P16499,P16499,P16520,P16520,P17252,P18545,P18545,P19087,P19087,P35222,P35913,P35913,P36402,P41221,P41221,P50150,P50150,P50151,P50151,P59768,P59768,P61952,P61952,P62873,P62873,P62879,P62879,P63098,P63211,P63211,P63215,P63215,P63218,P63218,Q00722,Q01970,Q08209,Q13237,Q13467,Q13467,Q13976,Q14332,Q14332,Q14571,Q14573,Q14643,Q8NDV7,Q9H9G7,Q9HAV0,Q9HAV0,Q9HCE1,Q9HCJ0,Q9HCK5,Q9HCS4,Q9NPG1,Q9NPG1,Q9NQ66,Q9NQB0,Q9P2W3,Q9P2W3,Q9UBE8,Q9UBI6,Q9UBI6,Q9UJU2,Q9UK08,Q9UK08,Q9UKV8,Q9UL18,Q9ULV1,Q9ULV1,Q9UPQ9,Q9UQM7
R-HSA-418217	G beta:gamma signalling through PLC beta	O14610,O14775,O60262,P16520,P50150,P50151,P59768,P61952,P62873,P62879,P63211,P63215,P63218,Q00722,Q01970,Q9HAV0,Q9NQ66,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	O14610,O14610,O14775,O14775,O60262,O60262,O95837,O95837,P12931-1,P16520,P16520,P29992,P29992,P30679,P30679,P47712,P47900,P47900,P50148,P50148,P50150,P50150,P50151,P50151,P59768,P59768,P61952,P61952,P62873,P62873,P62879,P62879,P63211,P63211,P63215,P63215,P63218,P63218,Q16539,Q9HAV0,Q9HAV0,Q9P2W3,Q9P2W3,Q9UBI6,Q9UBI6,Q9UK08,Q9UK08
R-HSA-420092	Glucagon-type ligand receptors	O14610,O14775,O60262,O95838,P01275,P01282,P01286,P09681,P09683,P16520,P18509,P32241,P41586,P41587,P43220,P47871,P47872,P48546,P50150,P50151,P59768,P61952,P62873,P62879,P63092,P63211,P63215,P63218,Q02643,Q5JWF2,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-428930	Thromboxane signalling through TP receptor	O14610,O14775,O60262,O95837,P16520,P21731-2,P21731-3,P21731,P29992,P30679,P50148,P50150,P50151,P59768,P61952,P62873,P62879,P63211,P63215,P63218,Q13685,Q14344,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	O14610,O14775,O43306,O60262,O60266,O60503,O95622,P01185,P10644,P13861,P16520,P17612,P22612,P22694,P29972,P30518,P31321,P31323,P40145,P41181,P50150,P50151,P51828,P55087,P59768,P61952,P62491,P62873,P62879,P63092,P63211,P63215,P63218,Q08462,Q08828,Q5JWF2,Q7L804,Q8NFM4,Q92482,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08,Q9ULV0
R-HSA-500657	Presynaptic function of Kainate receptors	O14610,O14775,O60262,P16520,P50150,P50151,P59768,P61952,P62873,P62879,P63211,P63215,P63218,Q00722,Q01970,Q13003,Q9HAV0,Q9NQ66,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	O14610,O14775,O60262,O75916,O94810,O95837,P16520,P17987,P19784,P29992,P30679,P40227,P48643,P49368,P49758,P49802,P50148,P50150,P50151,P50990,P50991,P59768,P61952,P62873,P62879,P63211,P63215,P63218,P67870,P68400,P78371,Q13371,Q92526,Q99832,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-8964315	G beta:gamma signalling through BTK	O14610,O14775,O60262,P16520,P50150,P50151,P59768,P61952,P62873,P62879,P63211,P63215,P63218,Q06187,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-8964616	G beta:gamma signalling through CDC42	O14610,O14775,O60262,P16520,P50150,P50151,P59768,P60953,P61952,P62873,P62879,P63211,P63215,P63218,Q13153,Q15052,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	O14610,O14775,O60262,O75899,P16520,P48050,P48051,P48544,P48549,P50150,P50151,P59768,P61952,P62873,P62879,P63211,P63215,P63218,P63252,P78508,Q14500,Q92806,Q99712,Q9HAV0,Q9NPI9,Q9P2W3,Q9UBI6,Q9UBS5,Q9UK08
R-HSA-199220	Vitamin B5 (pantothenate) metabolism	O14638,O95497,O95498,P16260,P22413,P49327,Q13822,Q5EBL8,Q86VD7,Q8WV74,Q9NRN7,Q9NVE7,Q9Y289
R-HSA-201681	TCF dependent signaling in response to WNT	O14640,O14641,O14904,O15169,O75197,O75581,O94907,O95271,P04628,P04628,P0CG47,P0CG48,P34925,P35222,P41221,P41221,P56703,P56704,P56704,P56705,P62979,P62987,Q14332,Q70CQ2,Q8N474,Q8NCW0,Q92997,Q93098,Q96HF1,Q96MU8,Q9BQB4,Q9H1J5,Q9H2K2,Q9NTX7,Q9UBT3,Q9UBU2,Q9UP38,Q9Y2T1,Q9Y5W5
R-HSA-201688	WNT mediated activation of DVL	O14640,O14641,O14986,P19784,P49674,P67870,P68400,Q92997
R-HSA-4086400	PCP/CE pathway	O14640,O14640,O14641,O14641,O60353,O60353,O75084,O75084,O96014,O96014,P04628,P04628,P07737,P15153,P34925,P41221,P41221,P56705,P56705,P60763,P61586,P63000,Q01974,Q92997,Q92997,Q9H1J7,Q9H1J7,Q9NPG1,Q9NPG1,Q9ULK5,Q9UP38,Q9UP38,Q9Y4D1
R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	O14640,O14640,O14641,O14641,O15169,O15169,O75197,O75197,O75474,O75581,O75581,P04628,P04628,P25054,P25054,P30153,P30153,P30154,P30154,P35222,P35222,P48729,P48729,P49841,P49841,P56704,P56704,P62714,P62714,P67775,P67775,P78368,Q03135,Q13362,Q13362,Q13467,Q14332,Q14332,Q14738,Q14738,Q15172,Q15172,Q15173,Q15173,Q16537,Q16537,Q5JTC6,Q5JTC6,Q92837,Q92997,Q92997,Q93098,Q93098,Q9H1J5,Q9H1J5,Q9UP38,Q9UP38
R-HSA-5368598	Negative regulation of TCF-dependent signaling by DVL-interacting proteins	O14640,O14641,Q92997,Q9H2H0,Q9P219
R-HSA-9673324	WNT5:FZD7-mediated leishmania damping	O14640,O14640,O14641,O14641,O75084,O75084,P05412,P13498,P41221,P41221,P45983,P63000,Q86UR1,Q8NFA2,Q92997,Q92997,Q9Y5S8
R-HSA-2028269	Signaling by Hippo	O14641,O75161,O95835,P31946,P42574,P46937,P62258,Q07157,Q13043,Q13188,Q4VCS5-1,Q7L9L4,Q8IX03,Q8IY63,Q9GZV5,Q9H4B6,Q9H8S9,Q9NRM7,Q9UDY2,Q9Y2J4
R-HSA-5099900	WNT5A-dependent internalization of FZD4	O14641,O94973,O95782,P05129,P05771,P09496,P09497,P17252,P32121,P41221,P53680,P63010,Q00610,Q96CW1,Q9ULV1
R-HSA-1299316	TWIK-releated acid-sensitive K+ channel (TASK)	O14649,Q9NPC2
R-HSA-5694530	Cargo concentration in the ER	O14653,O75396,O94855,O95406,O95486,O95487,P00451,P01009,P01135,P12259,P13987,P15328,P15514,P42261,P49257,P49755,P53634,P53992,Q02388,Q12907,Q13190,Q15363,Q15436,Q5JRA6,Q6PI25,Q8NI22,Q8TBE1,Q96PC5,Q9H0V9,Q9HAT1,Q9HCU5,Q9UBR2,Q9Y6B6
R-HSA-2428928	IRS-related events triggered by IGF1R	O14654,P01344,P05019,P08069,P35568,Q9Y4H2
R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network	O14662,O43493,O43752,O60499,O60664,O75379,O94955,P11717,P20340,P20645,P40616,P46459,P51151,P53365,P54920,P82094,P83436,Q13439,Q13795,Q13795,Q14746,Q147X3,Q15836,Q4ADV7,Q5VIR6,Q5VZE5,Q7Z6M1,Q86YS6,Q8IWJ2,Q8N1B4,Q8N2H4,Q8WTW3,Q92546,Q92738,Q92805,Q96AJ9,Q96CN9,Q96JB2,Q96MW5,Q99747,Q9BRA0,Q9H115,Q9H9E3,Q9NP90,Q9NRW1,Q9P1Q0,Q9UID3,Q9UIL1,Q9UP83,Q9Y2V7
R-HSA-177929	Signaling by EGFR	O14672,O14944,O43184,P00533,P01133,P01133,P01135,P12931-1,P15514,P35070,P78536,Q13685,Q5T0W9,Q6UW88,Q86UY5,Q96JA1,Q99075,Q9H4H8
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	O14672,O15197,O43921,O43921,O94973,O95782,P06241,P07947,P07948,P08253,P09496,P09497,P12931-1,P14780,P20827,P20827,P21709,P21709,P29317,P29317,P29320,P29320,P29322,P29322,P29323,P49768,P49810,P52735,P52797,P52797,P52798,P52798,P52799,P52803,P52803,P53675,P53680,P54753,P54756,P54756,P54760,P54762,P54764,P54764,P60709,P63000,P63010,P63261,P98172,Q00610,Q05193,Q13009,Q15375,Q15375,Q15768,Q5JZY3,Q5JZY3,Q8WW43,Q92542,Q96BI3,Q96CW1,Q9NZ42,Q9UF33,Q9UF33,Q9UKW4
R-HSA-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus	O14672,P49768,P49810,P63104,P78504,Q8WW43,Q92542,Q96BI3,Q99466,Q99466,Q9NR61,Q9NZ42
R-HSA-5683329	Defective ABCD4 causes MAHCJ	O14678,Q9NUN5
R-HSA-9758881	Uptake of dietary cobalamins into enterocytes	O14678,O60494,P07477,P17538,P20061,P27352,P35030,Q6GPI1,Q9BXJ7,Q9NUN5
R-HSA-9758890	Transport of RCbl within the body	O14678,P20061,P20062,P33527,P98164,Q5SW96,Q9NPF0,Q9NUN5
R-HSA-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	O14684,O60760,P15428,P16152,P23219,P24557,P35354,P41222,P42330,Q15185,Q16647,Q8N8N7,Q8TBF2,Q9H7Z7,Q9UNU6
R-HSA-3214841	PKMTs methylate histone lysines	O14686,O15047,O43463,O75530,O96028,P19838,P61964,P62805,P68431,Q00653,Q03112,Q03164,Q04206,Q09028,Q15022,Q15047,Q15291,Q15910,Q16576,Q4FZB7,Q6VMQ6,Q6ZN18,Q71DI3,Q86TU7,Q86Y97,Q8NEZ4,Q8TBK2,Q8TEK3,Q8WTS6,Q96KQ7,Q96L73,Q96T68,Q9BYW2,Q9BZ95,Q9C005,Q9H5I1,Q9H7B4,Q9H9B1,Q9HAZ2,Q9NQR1,Q9NQV7,Q9NR48,Q9NRG4,Q9UBL3,Q9UMN6,Q9UPS6
R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	O14686,O15047,O60814,O75182,P02776,P04908,P06899,P07359,P07996,P08514,P0C5Y9,P15976,P16104,P20671,P23527,P24844,P33778,P57053,P58876,P61964,P62805,P62807,P68431,P84243,Q01196,Q03164,Q04759,Q09472,Q13547,Q13951,Q15291,Q16621,Q16777,Q16778,Q6FI13,Q71DI3,Q71UI9,Q8IX07,Q8N257,Q8NDV7,Q8NEZ4,Q92570,Q92831,Q93077,Q93079,Q96A08,Q96LA8,Q96ST3,Q99873,Q99877,Q99878,Q99879,Q99880,Q9BTM1,Q9C005,Q9H9G7,Q9HCE1,Q9HCJ0,Q9HCK5,Q9UBL3,Q9UL18,Q9UMN6,Q9UPQ9,Q9UPS6
R-HSA-9818564	Epigenetic regulation of gene expression by MLL3 and MLL4 complexes	O14686,O15550,P61964,Q14686,Q15291,Q6ZW49,Q8NEZ4,Q9BTK6,Q9C005,Q9UBL3
R-HSA-6782315	tRNA modification in the nucleus and cytosol	O14717,P07814,P57081,Q08J23,Q08J23,Q14657,Q2VPK5,Q5VV42,Q6YHU6,Q7Z4G4,Q7Z6V5,Q7Z7A3,Q8IYL2,Q8TBZ6,Q8TEA1,Q96BT7,Q96EY9,Q96FX7,Q96PZ0,Q96S44,Q9BTM9,Q9BUB4,Q9BXR0,Q9BZE2,Q9H3H1,Q9H974,Q9NPF4,Q9NUP7,Q9NWX6,Q9NX74,Q9NXH9,Q9P272,Q9UBP6,Q9UET6,Q9UI30,Q9UJA5,Q9Y3C4,Q9Y606-2
R-HSA-419771	Opsins	O14718,P03999,P04000,P04001,P08100,P47804,Q6U736,Q9H1Y3,Q9UHM6
R-HSA-111458	Formation of apoptosome	O14727,P55211,P99999,Q96GX9,Q9NQS1,Q9Y2G2
R-HSA-111459	Activation of caspases through apoptosome-mediated cleavage	O14727,P42574,P55210,P55211,P98170,P99999
R-HSA-111463	SMAC (DIABLO) binds to IAPs 	O14727,P42574,P55210,P55211,P98170,P98170,P99999,Q9NR28,Q9NR28
R-HSA-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes 	O14727,P42574,P55210,P55211,P98170,P98170,P99999,Q9NR28,Q9NR28
R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	O14727,O15350,P04637,P29466,P42575,P55212,P78560,Q13315,Q92851,Q9H3D4,Q9HB75,Q9NPP4
R-HSA-9627069	Regulation of the apoptosome activity	O14727,O14727,P27361,P28482,P55211,P55211,P98170,P99999,P99999,Q96GX9,Q9BZF9,Q9NQS1,Q9NR28,Q9Y2G2
R-HSA-1855183	Synthesis of IP2, IP, and Ins in the cytosol	O14732,O15327,O43426,P29218,P32019,P49441,Q01968,Q14642,Q15735,Q96PE3,Q96QG7,Q9NPH2,Q9UGB7,Q9Y216
R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	O14733,O43187,O43318,O43353,P0CG47,P0CG48,P45983,P45984,P45985,P51617,P53779,P61088,P62979,P62987,Q13404,Q15750,Q8N5C8,Q9HC29,Q9NYJ8,Q9Y239,Q9Y4K3,Q9Y6K9
R-HSA-5210891	Uptake and function of anthrax toxins	O14733,P09958,P0DP23,P13423,P15917,P36507,P40136,P45985,P46734-3,P52564-1,P58335-1,P58335-4,Q02750,Q8WUM4,Q9H6X2-1,Q9H6X2-2
R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	O14734,O14975,O75881,O95342,P17516,P19793,P22307-1,P22680,P42330,P51659,P51857,P52895,Q02318,Q04828,Q14032,Q15596,Q15788,Q96RI1,Q99424,Q9H2F3,Q9UHK6,Q9UNU6,Q9Y2P5
R-HSA-2046106	alpha-linolenic acid (ALA) metabolism	O14734,O60427,O95864,O95864,P09110,P22307,P33121,P33897,P51659,Q15067-2,Q9BW60,Q9HB03,Q9NXB9,Q9NYP7
R-HSA-389887	Beta-oxidation of pristanoyl-CoA	O14734,O15254,P22307-1,P43155,P51659,Q99424,Q9NUZ1,Q9UHK6,Q9UKG9
R-HSA-390247	Beta-oxidation of very long chain fatty acids	O14734,O14975,O75521-2,O95822-2,P09110,P33897,P51659,Q08426,Q15067-2,Q8N9L9,Q9NUI1
R-HSA-6804760	Regulation of TP53 Activity through Methylation	O14744,O15151,O96017,P04637,P0CG47,P0CG48,P62979,P62987,Q00987,Q09472,Q13315,Q8N0Z6,Q8N9B5,Q8NE22,Q96KQ7,Q9H9B1,Q9NQR1,Q9NRG4,Q9Y468
R-HSA-9825895	Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence	O14746,O75030-9,P18858,P33992,P38398,P49736
R-HSA-2453902	The canonical retinoid cycle in rods (twilight vision)	O14756,O75452,O95237,P02753,P02766,P08100,P09455,P10745,P12271,P14061,P78363,P78363,Q13402,Q16518,Q6ZWL3,Q8IZV5,Q8NEX9,Q8TC12,Q92781,Q96NR8,Q9BPW9,Q9BX79,Q9NYR8
R-HSA-5693607	Processing of DNA double-strand break ends	O14757,O60671,O60814,O60921,O60934,O75943,O76064,O95714,O96028,P06899,P0CG47,P0CG48,P15927,P16104,P20248,P23527,P24941,P27694,P33778,P35244,P35249,P35250,P38398,P40937,P40938,P46736,P49959,P51530,P54132,P57053,P58876,P60510,P61088,P61956,P62805,P62807,P62979,P62987,P63279,P78317,P78396,Q12888,Q13315,Q13472,Q13535,Q14191,Q14676,Q15819,Q16695,Q16778,Q6UWZ7,Q6WBX8,Q8IYW5,Q8N257,Q8N2W9,Q8N6T7,Q8WXE1,Q92547,Q92878,Q92993,Q93079,Q96A08,Q96E14,Q96RL1,Q99638,Q99708,Q99728,Q99877,Q99879,Q99880,Q9BSD3,Q9BVW5,Q9BX63,Q9H9A7,Q9HAW4,Q9NWV8,Q9NXR7,Q9NY27,Q9UNS1,Q9UQ84
R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	O14757,O15315,O43502,O43543,O60671,O60921,O60934,O75771,O75943,P15927,P27694,P35244,P35249,P35250,P38398,P40937,P40938,P49959,P51530,P51587,P54132,P60896,Q06609,Q13315,Q13472,Q13535,Q14191,Q6WBX8,Q8WXE1,Q92547,Q92878,Q92993,Q96E14,Q99638,Q99708,Q99728,Q9BSD3,Q9BX63,Q9H9A7,Q9UQ84
R-HSA-69473	G2/M DNA damage checkpoint	O14757,O60671,O60814,O60921,O60934,O75943,O76064,O95714,O96017,O96028,P04637,P06899,P15927,P16104,P23527,P27694,P33778,P35244,P35249,P35250,P38398,P40937,P40938,P46736,P49959,P51530,P54132,P57053,P58876,P61088,P62805,P62807,Q12888,Q13315,Q13472,Q13535,Q14191,Q14676,Q15819,Q16695,Q16778,Q6UWZ7,Q6WBX8,Q8IYW5,Q8N257,Q8N2W9,Q8WXE1,Q92547,Q92878,Q92993,Q93079,Q96A08,Q96E14,Q96RL1,Q99638,Q99708,Q99728,Q99877,Q99879,Q99880,Q9BSD3,Q9BX63,Q9H9A7,Q9NWV8,Q9NXR7,Q9UQ84
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	O14757,O96017,P06493,P14635,P27348,P30291,P30291,P30307,P31946,P31947,P61981,P62258,P63104,Q04917
R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	O14775-1,O14775-1,O14829,O60551,O75916-3,O75916-3,O95843,P08100,P08100,P0DP23,P0DP23,P10523,P10523,P11488,P11488,P16499,P17252,P18545,P29973,P30419,P32298-1,P35243,P35243,P35913,P43080,P49354,P49356,P50579,P51841,P53582,P62873,P63211,P63211,Q02846,Q04759,Q14028,Q15835,Q15835,Q6ZS82,Q6ZS82,Q7Z624,Q8WTQ7,Q9UMX6
R-HSA-194306	Neurophilin interactions with VEGF and VEGFR	O14786,O60462,P17948,P35968
R-HSA-376176	Signaling by ROBO receptors	O14786,O75093,O75094,O75094,O94813,O94813,P07737,P35052,P35080,P48061,P50552,P50552,P61073,Q8N8S7,Q8N8S7,Q9HCK4,Q9HCK4,Q9NZU0,Q9UI08,Q9UI08,Q9Y6N7,Q9Y6N7
R-HSA-399954	Sema3A PAK dependent Axon repulsion	O14786,O75051,O75914,P06241,P07332,P07900,P08238,P23528,P51805,P53667,P53667,P63000,Q13153,Q13177,Q14563,Q9HCM2,Q9UIW2
R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	O14786,O14786,O60331,O75051,O75051,O94887,O94887,P06241,P06241,P07332,P10301,P51805,P51805,P63000,Q14563,Q14563,Q92730,Q9HCM2,Q9HCM2,Q9UIW2,Q9UIW2,Q9Y490
R-HSA-445144	Signal transduction by L1	O14786,P00533,P05106,P05556,P06756,P08514,P08648,P11362-1,P13591,P19784,P27361,P28482,P32004,P36507,P52735,P63000,P67870,P68400,Q02750,Q13153,Q13797
R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	O14788,O43508,O43557,O43557,P01374,P01374,P25942-1,P29965,P36941,P36941,Q06643,Q06643,Q12933,Q13114,Q13489,Q13490,Q96RJ3,Q99558,Q9NP84,Q9Y275,Q9Y6Q6
R-HSA-9856649	Transcriptional and post-translational regulation of MITF-M expression and activity	O14788,O14948,O14980,O15119,O43324,O43623,O75030-9,O75030-9,O75030,O95076,O95076,P01189,P05305,P07814,P09603,P10721,P12830,P14138,P14868,P16220-1,P19484,P19532,P20265,P21583-1,P23760,P23760,P24530,P27361,P27448,P28482,P31946,P32245,P33032,P35222,P41134,P41252,P41968,P47897,P48431,P48436,P49773,P49841,P54136,P56192,P56693,P56704,P61981,P62258,P63104,P63165,P63279,Q01726,Q04917,Q09472,Q09472,Q12904,Q13155,Q13547,Q15046,Q15418,Q15915,Q92793,Q92793,Q96EB6,Q9P2J5,Q9UJU2,Q9UJU5,Q9UJU5,Q9Y243
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	O14793,O43474,O43524,O43524,P24522,P38936,P46527,P55316,P57723,P62324,P84022,P84022,P98177,P98177,Q03135,Q08999,Q12778,Q12778,Q13485,Q13485,Q15796,Q15796,Q16589
R-HSA-181429	Serotonin Neurotransmitter Release Cycle	O14795,O14810,O14994,O75145,O75334,O75335,O95153,P17600,P20336,P21579,P60880,P61764-1,P63027,Q05940,Q13136,Q16623,Q86UR5,Q92777
R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	O14795,O14810,O15244,O15245,O75145,O75334,O75335,O95153,P20336,P21397,P21579,P60880,P61764-1,P63027,Q05940,Q13136,Q16623,Q86UR5
R-HSA-212676	Dopamine Neurotransmitter Release Cycle	O14795,O14810,O14910,O14936,O14994,O75145,O75334,O75335,O95153,P17600,P20336,P21579,P60880,P61764-1,P63027,Q02410,Q05940,Q13136,Q16623,Q86UR5,Q92777,Q9HAP6,Q9NUP9
R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	O14795,O14810,O75145,O75334,O75335,O95153,P20336,P21579,P28329,P60880,P61764-1,P63027,Q13136,Q16572,Q16623,Q86UR5,Q9GZV3
R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	O14802,O14862,O15160,O15318,O75575,P05423,P0DPB5,P12956,P13010,P19388,P49959,P52434,P53803,P61218,P62875,P78527,Q9BT43,Q9BUI4,Q9H1D9,Q9NVU0,Q9NW08,Q9Y2Y1,Q9Y535
R-HSA-73780	RNA Polymerase III Chain Elongation	O14802,O15160,O15318,O75575,P05423,P0DPB5,P19388,P52434,P53803,P61218,P62875,Q9BT43,Q9BUI4,Q9H1D9,Q9NVU0,Q9NW08,Q9Y2Y1,Q9Y535
R-HSA-375280	Amine ligand-binding receptors	O14804,P51810,Q969N4,Q96RI8,Q96RI9,Q96RJ0,Q9P1P4,Q9P1P5
R-HSA-5673000	RAF activation	O14807,O60674,P01111,P01112,P01116-1,P01116-2,P04049,P0DP23,P10398,P12931,P15056,P27448,P30153,P30154,P31946,P35232,P36507,P36873,P62140,P62714,P67775,Q02750,Q13362,Q13554,Q13555,Q13557,Q14738,Q15172,Q15173,Q16537,Q16584,Q7Z569,Q8IVT5,Q9UQ13,Q9UQM7
R-HSA-9726840	SHOC2 M1731 mutant abolishes MRAS complex function	O14807,P04049,P10398,P15056,P31946,P36873,P62140,Q9UQ13
R-HSA-9726842	Gain-of-function MRAS complexes activate RAF signaling	O14807,P04049,P10398,P15056,P31946,P36873,P62140,Q9UQ13
R-HSA-888590	GABA synthesis, release, reuptake and degradation	O14810,P11142,P20336,P21579,P60880,P61764-1,P63027,Q05329,Q16623,Q86UR5,Q99259,Q9H3Z4,Q9H598
R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	O14827,O15399,P01111,P01112,P01116-1,P01116-2,P07196,P0DP23,P35609,P78352,Q05586,Q12959,Q13224,Q13554,Q13555,Q13557,Q13972,Q15700,Q92796,Q96NW7,Q9UQM7
R-HSA-389599	Alpha-oxidation of phytanate	O14832,O14975,O43808,P51648-2,Q9BY49,Q9UJ83
R-HSA-5578998	Defective OPLAH causes OPLAHD	O14841
R-HSA-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	O14842,P09681,P09681,P26367,P27487,P29120,P43694,P61009,P61371,P67812,Q15005,Q8TDV5,Q9BY50,Q9Y6A9
R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	O14842,O95837,O95837,P29992,P29992,P30679,P30679,P50148,P50148,Q00722,Q00722,Q01970,Q01970,Q9NQ66,Q9NQ66
R-HSA-844615	The AIM2 inflammasome	O14862,O14862,P29466,Q9ULZ3
R-HSA-9707587	Regulation of HMOX1 expression and activity	O14867,O60675,P09601,Q16236,Q8TCT9
R-HSA-9708530	Regulation of BACH1 activity	O14867,O60675,P0CG47,P0CG48,P62877,P62979,P62987,P63208,Q13309,Q13616,Q9UF56
R-HSA-9818027	NFE2L2 regulating anti-oxidant/detoxification enzymes	O14867,O60675,P00390-2,P08263,P08294,P09601,P10599,P15559,P18848,P48506,P48507,Q06830,Q09472,Q16236,Q16772,Q16881,Q92793,Q9BYN0,Q9UPY5
R-HSA-70895	Branched-chain amino acid catabolism	O14874,O15382,P09622,P11182,P12694,P21953,P24752,P26440,P30084,P31937,P45954,P54687,Q02252,Q13825,Q6NVY1,Q8N3J5,Q96H78,Q96RQ3,Q99714,Q9HCC0,Q9UKU7
R-HSA-9912481	Branched-chain ketoacid dehydrogenase kinase deficiency	O14874,P09622,P11182,P12694,P21953
R-HSA-156590	Glutathione conjugation	O14880,O15217,O43708,O60760,P08263,P09210,P09211,P09488,P0CG29,P0CG30,P10620,P10768,P14550,P21266,P28161,P30711,P46439,P78417,Q03013,Q16772,Q7RTV2,Q99735,Q9H4Y5,Q9Y2Q3
R-HSA-9754678	SARS-CoV-2 modulates host translation machinery	O14893,P08708,P08865,P0DTC1,P0DTD1-1,P0DTD1,P14678,P15880,P22090,P23396,P25398,P39019,P42677,P46781,P46782,P46783,P57678,P60866,P61247,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62304,P62306,P62308,P62314,P62316,P62318,P62701,P62753,P62841,P62847,P62851,P62854,P62857,P62861,P62979,P63220,Q16637,Q71UM5,Q8TD47,Q8TEQ6,Q8WXD5,Q9H840,Q9NWZ8,Q9UHI6
R-HSA-3772470	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	O14904,O75197,O75581,O94907,P41221,P56704,P56705,Q8N474,Q8NCW0,Q96HF1,Q96MU8,Q9BQB4,Q9UBT3,Q9UBU2,Q9Y5W5
R-HSA-5666185	RHO GTPases Activate Rhotekin and Rhophilins	O14907,P08134,P61586,P61586,P62745,Q8IUC4,Q8IUC4,Q8TCX5,Q8TCX5,Q9BST9,Q9BST9,Q9HAP6,Q9HAT0
R-HSA-190370	FGFR1b ligand binding and activation	O14908,O15520,P05230,P09038,P11362-19,P11487,Q03167,Q9HCT0
